objectid_1;objectid;id_rte500;vocation;nb_chausse;nb_voies;etat;acces;res_vert;sens;res_europe;num_route;class_adm;longueur;st_length_;st_length(shape);geo_shape;geo_point_2d
346;203346;203346;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N88;Nationale;18.59000015;18588.9591047;18588.95910471308;"{""type"": ""LineString"", ""coordinates"": [[2.410269658968858, 44.22811554338463], [2.409759122408671, 44.227854464109136], [2.409394848616718, 44.227613071871424], [2.4090296858103413, 44.2272168519109], [2.408366153303996, 44.22626274570464], [2.407750317276868, 44.22517837488165], [2.407463429453406, 44.22448103022171], [2.407150600766498, 44.22303194075892], [2.406912502150841, 44.221859593145936], [2.406764745583478, 44.22078674740588], [2.406905224193226, 44.21884143999832], [2.407057135433727, 44.2175982912829], [2.406965529138928, 44.216782286017285], [2.406877414336833, 44.21575207097699], [2.406471091518158, 44.21463282485235], [2.40539114148428, 44.213067072227425], [2.403968184585334, 44.21163626636669], [2.400155383003501, 44.20851548880344], [2.397018572700404, 44.205997775170324], [2.394392029541778, 44.203882441943534], [2.393146859452022, 44.202957445885865], [2.391687765901643, 44.20214916580529], [2.384735328747556, 44.19976291167788], [2.378944562159532, 44.19783285404381], [2.375250286189127, 44.19642931038309], [2.366172437346603, 44.19280470404669], [2.364165606564466, 44.19214591328374], [2.360988201232076, 44.191122930768756], [2.3595561749428873, 44.19053310940025], [2.358679746637956, 44.18993211581636], [2.358421924859353, 44.18972088233885], [2.357787411411885, 44.18919060452535], [2.357393942565364, 44.18880665311946], [2.35716027598687, 44.18845154008174], [2.356891304871698, 44.18801070896898], [2.356693649839364, 44.187458681390886], [2.356615448011161, 44.186963160990366], [2.356538342553682, 44.18659186257862], [2.356500499649065, 44.18518386550684], [2.356757837322652, 44.18444098211544], [2.357123612575895, 44.18351061063484], [2.357739327413179, 44.181713995525136], [2.357983516432064, 44.180471473077716], [2.358026132119404, 44.17979934087591], [2.358049376598661, 44.17929181546166], [2.357747471943616, 44.17789488055232], [2.356728239721785, 44.17589607101027], [2.3550294647927, 44.173722240635755], [2.354202666324799, 44.172632748876936], [2.349847801358015, 44.16707678193853], [2.3480153493034113, 44.16472023670453], [2.347831617554237, 44.16449501890748], [2.3475128804453123, 44.16404847270544], [2.3461501630934363, 44.16217894686535], [2.345434949632317, 44.16011524917123], [2.34485383670436, 44.15857080750111], [2.344673136038079, 44.15808547412664], [2.343996567784444, 44.15701571145522], [2.342321057954573, 44.15540710079938], [2.340324074791635, 44.15403685847058], [2.339499604140964, 44.15344143168283], [2.338878093893565, 44.1530254418846], [2.337866496629247, 44.15239827142311], [2.336812618758178, 44.15175373417746], [2.335363191421763, 44.15104738395343], [2.333202856866508, 44.15009546836057], [2.33051266299053, 44.14924018759743], [2.330206198574305, 44.14915010672436], [2.325894975844688, 44.147852753153195], [2.324795313115137, 44.14750305093993], [2.323820960397247, 44.147128907714894], [2.323123264873617, 44.1468275714853], [2.322729128812361, 44.14664871901301], [2.320012925074463, 44.145277264367934], [2.319180949364439, 44.14491926435889], [2.318269367596381, 44.14452925979403], [2.316674339597252, 44.14390726652879], [2.3163538253318983, 44.14374235136653], [2.315752636211757, 44.14342626828578], [2.315044460027865, 44.1429645982577], [2.314178059087238, 44.142253507830425], [2.313367998862419, 44.141432951902104], [2.312637884037455, 44.13989461586489], [2.311511411535089, 44.13775252525485], [2.310890176653178, 44.136416484457804], [2.309882853636394, 44.13425082659035], [2.30846714005843, 44.13145252253745], [2.308254103782224, 44.13088412138609], [2.308155477584822, 44.130464956950476], [2.307851375529352, 44.129165107479096], [2.307900890583377, 44.12838234213474], [2.308272718315776, 44.12688784092685], [2.310189605543771, 44.12142919014415], [2.310436456898564, 44.120546859290414], [2.3107316427550693, 44.119490215838354], [2.310933511998202, 44.11860670192622], [2.311004770011996, 44.11829392054032], [2.311205326964767, 44.11741489891929], [2.311575306941688, 44.11575026901285], [2.312522900519787, 44.11280844788048], [2.3125553891001642, 44.112187595596296], [2.312419104801722, 44.111679995052874], [2.310437933550901, 44.10568651847838], [2.310136319791555, 44.10501226184673], [2.309830134361398, 44.10461249947011], [2.309426219905045, 44.10413471378781], [2.309072483372771, 44.10374275044058], [2.3060437461132253, 44.10156342653567], [2.305199938776083, 44.10100633242644], [2.304046698249431, 44.100219547686244], [2.302895474312255, 44.099270750124376], [2.302659601145632, 44.09905143088641], [2.301882860572679, 44.09832732432669]]}";44.1662829966,2.35036289665
354;203385;203385;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N88;Nationale;0.9400000000000001;935.46716457;935.467164570522;"{""type"": ""LineString"", ""coordinates"": [[2.154763758436734, 43.951559723356226], [2.156157981088603, 43.95095848527011], [2.156668904443631, 43.95077972547243], [2.157480633894377, 43.94997147126811], [2.158104726517691, 43.94929856869826], [2.159103428198653, 43.94831084061259], [2.159478262336177, 43.94772781446621], [2.159729115533504, 43.94718883482723], [2.159785657849706, 43.946732962402784], [2.159856457062377, 43.946154797819005], [2.160045672625233, 43.94557124351119], [2.160307245122103, 43.94531854989128], [2.160497675244141, 43.94507520935905], [2.160839101735741, 43.94481322783463]]}";43.9485995442,2.15825901085
356;203387;203387;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N88;Nationale;2.13000011;2132.66160859;2132.661608589484;"{""type"": ""LineString"", ""coordinates"": [[2.141536830962633, 43.9115115732866], [2.140079444775637, 43.91123550943105], [2.1389138193637542, 43.911013026538505], [2.13809469352024, 43.911011065504816], [2.136924502179316, 43.91100902470638], [2.134662451381004, 43.91117562576655], [2.134499236189911, 43.91118423249276], [2.134188578221032, 43.91122857019172], [2.132571222779367, 43.911405636794264], [2.130255661062594, 43.91189572147457], [2.125962358332081, 43.91292074881605], [2.125119485331677, 43.9132479007648], [2.12381945550725, 43.91391518039273], [2.123071814041229, 43.91436278099287], [2.122578276175338, 43.91472061804686], [2.122124125362138, 43.91502656946242], [2.120091463716029, 43.91645201753872], [2.119717680513272, 43.91671180670331], [2.119393277869505, 43.9169179925817], [2.119094187518793, 43.91709738158047], [2.118782521224468, 43.91728476837008], [2.118658428271682, 43.9173386673954], [2.118408718766068, 43.91746445280732], [2.1181092118074982, 43.91758983563571], [2.117836138755978, 43.9176965310694]]}";43.9129613262,2.1292833403
364;209862;209862;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D914;Départemental;2.28999996;2293.52926396;2293.529263955479;"{""type"": ""LineString"", ""coordinates"": [[2.957933904360929, 42.61642129013991], [2.9567907220354943, 42.61670133142675], [2.955623008866363, 42.61721150206878], [2.9543197222497772, 42.618280799529636], [2.952503063852302, 42.62038913689424], [2.950247381530928, 42.62325423190533], [2.946205447288516, 42.62750741818139], [2.944185941149898, 42.62978455084465], [2.942774269665271, 42.63161964834584], [2.941729611202827, 42.63284448019808]]}";42.6240774274,2.94943883074
366;209864;209864;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D914;Départemental;0.56999999;569.38792539;569.3879253887287;"{""type"": ""LineString"", ""coordinates"": [[2.985616477190744, 42.58506464316269], [2.985035994696512, 42.58575859304966], [2.984720811175475, 42.586093876390024], [2.983343211146789, 42.587554550929596], [2.9827455266755782, 42.588644948487975], [2.982716300276086, 42.58873574326658], [2.982456906960085, 42.58955829091096]]}";42.5871966926,2.98384571366
376;212482;212482;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A624;Autoroute;0.37;367.80514735;367.8051473512758;"{""type"": ""LineString"", ""coordinates"": [[1.4038403731723461, 43.60411031599527], [1.40350497090434, 43.60401359307089], [1.403112772345772, 43.603999729701684], [1.402681607783913, 43.604050988426614], [1.401657367682681, 43.60418621705643], [1.400916074264966, 43.60430040229901], [1.400284653387338, 43.60442699976091], [1.399397536304972, 43.60457412566974]]}";43.6042275863,1.40161895716
379;223363;223363;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A61;Autoroute;1.7300000199999999;1725.49525479;1725.4952547879248;"{""type"": ""LineString"", ""coordinates"": [[1.484794053473782, 43.60743018834244], [1.484884889956204, 43.60544440195039], [1.484972055517217, 43.60514503988819], [1.485144035219757, 43.60468217276595], [1.485268942661155, 43.60454802445858], [1.485461610325838, 43.604145740940396], [1.4859029707637221, 43.603564237156476], [1.4870049753639631, 43.60249067257934], [1.487934598080436, 43.60175397270748], [1.490076653805236, 43.600306980359555], [1.490936905125998, 43.59956839284924], [1.491510790284773, 43.59898241065455], [1.492120608265254, 43.59839512472175], [1.492479950683142, 43.597961847440374], [1.4928433755096902, 43.59737293858626], [1.493255090825565, 43.5965480182186], [1.493385672656448, 43.59605487035439], [1.493445619309171, 43.59575242697308], [1.493519738005435, 43.59538178588311], [1.4935817589044191, 43.59452861764497], [1.493649322425231, 43.59412458872513], [1.493589716221613, 43.59398967350468]]}";43.6007480353,1.48922424745
398;233830;233830;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;A péage;Appartient;Sens unique;;;Sans objet;0.37;371.22461459;371.22461458984014;"{""type"": ""LineString"", ""coordinates"": [[4.350791113432339, 43.80862042474928], [4.350416846596779, 43.80882306537332], [4.350031799473203, 43.80914824081057], [4.349908788539186, 43.80951787185606], [4.349911190838117, 43.810040753499806], [4.350060702586629, 43.81031970843352], [4.350408661906731, 43.81063400632371], [4.351352051025791, 43.81132073356304]]}";43.8099975332,4.35038065742
405;237449;237449;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A61;Autoroute;12.19999981;12198.9677479;12198.96774789587;"{""type"": ""LineString"", ""coordinates"": [[1.5841404952474551, 43.4607014937588], [1.583335536848405, 43.46108419721256], [1.582961926871236, 43.46130696801095], [1.5820183678125121, 43.46174903782255], [1.581878259907032, 43.46182009032998], [1.579845232621869, 43.46285796158426], [1.577238394990517, 43.46401694108175], [1.5746285936379651, 43.46539087935445], [1.572132911435082, 43.466542204388425], [1.571325059052308, 43.46698507265489], [1.567844164890333, 43.46894665596803], [1.566287780991634, 43.469924893328695], [1.563796938112147, 43.471659189423285], [1.5610420069226811, 43.47367067538413], [1.55958569354334, 43.47498488949541], [1.555543931012957, 43.47862764156766], [1.55492004838, 43.479162829963535], [1.5541076742391682, 43.479920461240525], [1.550102543143969, 43.48394505410422], [1.550101509872393, 43.48403502447523], [1.548087008369855, 43.48599762157195], [1.546644804703592, 43.487658310910625], [1.5460173511579631, 43.48832748311727], [1.54526432598165, 43.4892208291365], [1.5427536631532242, 43.49231229097775], [1.542060150365903, 43.49334049595027], [1.540926557902019, 43.49490538768869], [1.5404855626831742, 43.49557614185893], [1.539541436716147, 43.496880815406016], [1.539228272781219, 43.49723833862955], [1.538913961596994, 43.4976408382907], [1.538724289146738, 43.49795413139868], [1.538535666260975, 43.498177453063434], [1.538408849630841, 43.498400707530216], [1.5382842050372911, 43.49848991295512], [1.537277347330782, 43.49987561218032], [1.535386769117662, 43.50261175735238], [1.534508752991957, 43.50359334058703], [1.534289124986911, 43.50391612157569], [1.532857088421847, 43.5060168291244], [1.532733567054219, 43.5060610511988], [1.532291154748732, 43.50673176069935], [1.5312200001240082, 43.50825152503326], [1.53090557262541, 43.508654004663484], [1.5300241921591349, 43.50990547140109], [1.529206389688016, 43.51094182733083], [1.528136227100024, 43.51241658816527], [1.527862520297889, 43.512820513116466], [1.527316446446713, 43.51362388031158], [1.527127727798081, 43.51384718464126], [1.526875065802582, 43.51424959368481], [1.526245008720306, 43.51514450255955], [1.524799214096552, 43.51693988603875], [1.5238535371032351, 43.51832541973975], [1.5235400783719881, 43.518637908560216], [1.521461698860451, 43.52146219629199], [1.521271852622161, 43.52177546420868], [1.520957281436584, 43.52217791888497], [1.520894469840488, 43.52231204354672], [1.51958538083617, 43.52406784069775], [1.517304535794892, 43.52710257329596], [1.517178809135151, 43.52732582443684], [1.515919220573069, 43.52902377105526], [1.515102189719994, 43.5299619657085], [1.51441091136376, 43.530819087905705], [1.511321383504349, 43.534300683417904], [1.510879669781593, 43.53492634090076], [1.5087461044320891, 43.53725654008269], [1.5083706336862952, 43.53756813971298], [1.507617478395221, 43.53837128216831], [1.503855838467962, 43.542216005316], [1.5022863162557112, 43.543911348602194], [1.5001554064190041, 43.54597147202953], [1.499216554935143, 43.54681789253476], [1.4976298157289332, 43.54878290793615]]}";43.5016221543,1.53829577179
409;237453;237453;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A61;Autoroute;3.98000002;3980.72360753;3980.723607526518;"{""type"": ""LineString"", ""coordinates"": [[1.6534350694295612, 43.41950210419601], [1.652326873471515, 43.42006957897998], [1.650775914461756, 43.42077729311932], [1.6493821631126981, 43.42141226439624], [1.647541694291403, 43.42224949133498], [1.6440506013949192, 43.42361400672167], [1.636999378768233, 43.426369735122755], [1.633343797753708, 43.4278290233511], [1.62917810179354, 43.42965245200618], [1.6274397350201122, 43.43058511949956], [1.627316286990876, 43.43058445520722], [1.623455205789857, 43.43271566165579], [1.621900553640738, 43.43370276683783], [1.620594190107901, 43.43468311479322], [1.617856523455345, 43.43659628390202], [1.617048494163497, 43.43713035052521], [1.615364566352273, 43.43865649690999], [1.613697769779494, 43.44003167274846]]}";43.4287386804,1.63296668953
412;251420;251420;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A621;Autoroute;0.44;435.06955322;435.06955322034867;"{""type"": ""LineString"", ""coordinates"": [[1.382425359955602, 43.63002211470754], [1.383170540498162, 43.629080132946974], [1.383797574029654, 43.62802119417644], [1.383979528211515, 43.62706003257983], [1.384348527209077, 43.62640764127254]]}";43.6282746305,1.38350359322
416;237457;237457;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A61;Autoroute;13.80000019;13804.7686668;13804.76866683034;"{""type"": ""LineString"", ""coordinates"": [[2.097021446438716, 43.23637178074748], [2.096881671816309, 43.23641918928366], [2.096430571936955, 43.236547654264804], [2.094173812191099, 43.237189940785136], [2.092953958602497, 43.237536836061], [2.089794893086682, 43.238434128295296], [2.085425181058376, 43.239861734208375], [2.085240428025958, 43.239951027523254], [2.081104448361955, 43.24152257623889], [2.07555001352388, 43.24398052738121], [2.071547322461411, 43.24572288311423], [2.06790271879786, 43.247070566112605], [2.065439583746147, 43.24787240936453], [2.061316362547798, 43.249120375815906], [2.059027256978333, 43.24965370945553], [2.053662397166385, 43.25072683812698], [2.047016821671211, 43.25228139162826], [2.046142289395731, 43.25254805038772], [2.042694241909354, 43.253706818910096], [2.041894321752778, 43.25407306113915], [2.041708957144154, 43.254118196143416], [2.029799411782581, 43.25818155144781], [2.026719938784183, 43.259341331327676], [2.026226753620444, 43.25960946778542], [2.024119913582389, 43.260456778665876], [2.011776978817141, 43.26667424486522], [2.000900421151123, 43.27209426664696], [1.998989396308355, 43.27303197604104], [1.9913921008352542, 43.27674604061031], [1.990406076020602, 43.277226228499885], [1.9846970493168081, 43.280002964043575], [1.983484880524148, 43.28059252003119], [1.983177528211228, 43.28070478096389], [1.980341722407256, 43.28175041914472], [1.9761395716146841, 43.28303944380691], [1.972750969406341, 43.28392671148673], [1.9706298881888251, 43.28430416757855], [1.9694760907167752, 43.28450818437618], [1.9644281623038902, 43.28521022882538], [1.9595385619757861, 43.28559329352983], [1.958385531073306, 43.285682946558424], [1.9554187796582472, 43.286032160925515], [1.95006149624236, 43.28700133854274], [1.947339520107529, 43.287629798487814], [1.946906419549069, 43.287743432075146], [1.944812635528567, 43.28829428179415], [1.944627509985308, 43.288383337825465]]}";43.2635878374,2.0210368499
